id_association,code_barre_ean_principal,code_barre_ean_associe_mdd,nom_produit_principal,nom_produit_mdd_associe,indice_confiance_association_pct,hausse_ticket_moyen_projete_pct,offre_bundle_recommandee
XSELL-0114,325894268230,337113567416,Jambon Supérieur Repère #3939,Biscuits Chocolat Gourmet #194,66.6,9.7,Offre Duo : -30% sur Biscuits Chocolat Gourmet #194 (MDD) à l'achat de Jambon Supérieur Repère #3939
XSELL-0115,371106977012,316311992503,Jambon Supérieur Repère #2210,Pâte à Tartiner Bio #1517,77.1,11.9,Offre Duo : -30% sur Pâte à Tartiner Bio #1517 (MDD) à l'achat de Jambon Supérieur Repère #2210
XSELL-0116,367481357288,363334785490,Sauce Tomate Basilic Repère #1526,Fromage Fondu Gourmet #2435,73.1,13.2,Offre Duo : -30% sur Fromage Fondu Gourmet #2435 (MDD) à l'achat de Sauce Tomate Basilic Repère #1526
XSELL-0117,312931930250,386415192051,Sauce Tomate Basilic Nestlé #1225,Biscuits Chocolat Repère #1471,77.2,10.1,Offre Duo : -30% sur Biscuits Chocolat Repère #1471 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #1225
XSELL-0118,379971430378,311889111747,Pâte à Tartiner Danone #798,Jambon Supérieur Repère #1383,79.8,7.4,Offre Duo : -30% sur Jambon Supérieur Repère #1383 (MDD) à l'achat de Pâte à Tartiner Danone #798
XSELL-0119,325666659697,328603148811,Pâte à Tartiner Danone #3806,Céréales Gourmandes Repère #2696,74.8,5.3,Offre Duo : -30% sur Céréales Gourmandes Repère #2696 (MDD) à l'achat de Pâte à Tartiner Danone #3806
XSELL-0120,381388170479,334708553211,Plat Cuisiné Lasagnes Danone #409,Biscuits Chocolat Gourmet #307,77.6,9.0,Offre Duo : -30% sur Biscuits Chocolat Gourmet #307 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #409
XSELL-0121,311889111747,324002234731,Jambon Supérieur Repère #1383,Pâte à Tartiner Bio #2174,80.5,7.4,Offre Duo : -30% sur Pâte à Tartiner Bio #2174 (MDD) à l'achat de Jambon Supérieur Repère #1383
XSELL-0122,327783294231,322796146279,Yaourt Fraise Repère #285,Pâte à Tartiner Repère #3168,65.3,5.9,Offre Duo : -30% sur Pâte à Tartiner Repère #3168 (MDD) à l'achat de Yaourt Fraise Repère #285
XSELL-0123,373975899680,317539005689,Biscuits Chocolat Nestlé #1743,Yaourt Fraise Repère #1403,79.6,6.6,Offre Duo : -30% sur Yaourt Fraise Repère #1403 (MDD) à l'achat de Biscuits Chocolat Nestlé #1743
XSELL-0124,345966158566,394366899598,Jus d'Orange Pur Jus Repère #965,Jus d'Orange Pur Jus Repère #3518,68.6,5.4,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #3518 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #965
XSELL-0125,311870392236,370623885267,Sauce Tomate Basilic Danone #739,Fromage Fondu Repère #3257,93.9,7.4,Offre Duo : -30% sur Fromage Fondu Repère #3257 (MDD) à l'achat de Sauce Tomate Basilic Danone #739
XSELL-0126,398062340132,325100324123,Céréales Gourmandes Repère #4181,Pain de Mie Bio Bio #514,83.2,14.0,Offre Duo : -30% sur Pain de Mie Bio Bio #514 (MDD) à l'achat de Céréales Gourmandes Repère #4181
XSELL-0127,311019016135,361348278560,Jus d'Orange Pur Jus Danone #2871,Pain de Mie Bio Bio #2560,70.2,6.8,Offre Duo : -30% sur Pain de Mie Bio Bio #2560 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #2871
XSELL-0128,363373916081,314389382303,Pain de Mie Bio Nestlé #4261,Jambon Supérieur Bio #3130,86.7,13.9,Offre Duo : -30% sur Jambon Supérieur Bio #3130 (MDD) à l'achat de Pain de Mie Bio Nestlé #4261
XSELL-0129,377119682548,311715501490,Plat Cuisiné Lasagnes Danone #645,Biscuits Chocolat Bio #1100,67.0,5.9,Offre Duo : -30% sur Biscuits Chocolat Bio #1100 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #645
XSELL-0130,341303013737,330564628338,Plat Cuisiné Lasagnes Nestlé #3483,Fromage Fondu Bio #1705,75.3,10.1,Offre Duo : -30% sur Fromage Fondu Bio #1705 (MDD) à l'achat de Plat Cuisiné Lasagnes Nestlé #3483
XSELL-0131,333608041240,367446733023,Fromage Fondu Nestlé #4346,Pâte à Tartiner Repère #315,67.8,14.1,Offre Duo : -30% sur Pâte à Tartiner Repère #315 (MDD) à l'achat de Fromage Fondu Nestlé #4346
XSELL-0132,352185764522,384750541711,Céréales Gourmandes Nestlé #1257,Plat Cuisiné Lasagnes Bio #1501,76.9,6.9,Offre Duo : -30% sur Plat Cuisiné Lasagnes Bio #1501 (MDD) à l'achat de Céréales Gourmandes Nestlé #1257
XSELL-0133,349009346389,391084721820,Jus d'Orange Pur Jus Repère #2620,Yaourt Fraise Bio #1192,92.9,10.9,Offre Duo : -30% sur Yaourt Fraise Bio #1192 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #2620
XSELL-0134,340809932892,393248126333,Jambon Supérieur Repère #1114,Jus d'Orange Pur Jus Bio #1931,92.7,11.1,Offre Duo : -30% sur Jus d'Orange Pur Jus Bio #1931 (MDD) à l'achat de Jambon Supérieur Repère #1114
XSELL-0135,322313023022,394077485589,Sauce Tomate Basilic Repère #4332,Yaourt Fraise Gourmet #2743,92.1,12.9,Offre Duo : -30% sur Yaourt Fraise Gourmet #2743 (MDD) à l'achat de Sauce Tomate Basilic Repère #4332
XSELL-0136,330678029625,366450477303,Jus d'Orange Pur Jus Nestlé #1647,Pâte à Tartiner Repère #2230,79.9,7.8,Offre Duo : -30% sur Pâte à Tartiner Repère #2230 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #1647
XSELL-0137,352936836164,388528956620,Plat Cuisiné Lasagnes Danone #2879,Jambon Supérieur Bio #3922,92.2,7.5,Offre Duo : -30% sur Jambon Supérieur Bio #3922 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #2879
XSELL-0138,315573387332,384944814954,Céréales Gourmandes Danone #1883,Biscuits Chocolat Gourmet #199,93.3,6.0,Offre Duo : -30% sur Biscuits Chocolat Gourmet #199 (MDD) à l'achat de Céréales Gourmandes Danone #1883
XSELL-0139,387223981271,329211979158,Jambon Supérieur Repère #3124,Plat Cuisiné Lasagnes Bio #953,77.9,7.6,Offre Duo : -30% sur Plat Cuisiné Lasagnes Bio #953 (MDD) à l'achat de Jambon Supérieur Repère #3124
XSELL-0140,341653575821,355151760117,Sauce Tomate Basilic Repère #629,Jambon Supérieur Bio #1577,66.4,10.4,Offre Duo : -30% sur Jambon Supérieur Bio #1577 (MDD) à l'achat de Sauce Tomate Basilic Repère #629
XSELL-0141,316501801594,340717870299,Yaourt Fraise Repère #3338,Biscuits Chocolat Repère #4179,88.2,13.2,Offre Duo : -30% sur Biscuits Chocolat Repère #4179 (MDD) à l'achat de Yaourt Fraise Repère #3338
XSELL-0142,327783294231,310743241513,Yaourt Fraise Repère #285,Fromage Fondu Repère #2981,74.2,11.0,Offre Duo : -30% sur Fromage Fondu Repère #2981 (MDD) à l'achat de Yaourt Fraise Repère #285
XSELL-0143,332788150464,366673252147,Jus d'Orange Pur Jus Repère #520,Sauce Tomate Basilic Repère #3543,87.5,5.6,Offre Duo : -30% sur Sauce Tomate Basilic Repère #3543 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #520
XSELL-0144,322255765289,386520597751,Fromage Fondu Repère #1712,Biscuits Chocolat Gourmet #513,75.7,7.0,Offre Duo : -30% sur Biscuits Chocolat Gourmet #513 (MDD) à l'achat de Fromage Fondu Repère #1712
XSELL-0145,329767019689,313770641834,Céréales Gourmandes Nestlé #4403,Biscuits Chocolat Gourmet #1538,86.1,9.0,Offre Duo : -30% sur Biscuits Chocolat Gourmet #1538 (MDD) à l'achat de Céréales Gourmandes Nestlé #4403
XSELL-0146,383578745075,322062634047,Fromage Fondu Repère #1242,Pain de Mie Bio Gourmet #557,76.6,5.0,Offre Duo : -30% sur Pain de Mie Bio Gourmet #557 (MDD) à l'achat de Fromage Fondu Repère #1242
XSELL-0147,316852008938,343582218686,Pain de Mie Bio Nestlé #657,Céréales Gourmandes Repère #3989,84.4,5.7,Offre Duo : -30% sur Céréales Gourmandes Repère #3989 (MDD) à l'achat de Pain de Mie Bio Nestlé #657
XSELL-0148,330962402369,330652909402,Sauce Tomate Basilic Nestlé #580,Pain de Mie Bio Bio #4353,76.4,4.9,Offre Duo : -30% sur Pain de Mie Bio Bio #4353 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #580
XSELL-0149,340273622292,343093907106,Yaourt Fraise Repère #2484,Jambon Supérieur Bio #3990,75.2,7.0,Offre Duo : -30% sur Jambon Supérieur Bio #3990 (MDD) à l'achat de Yaourt Fraise Repère #2484
XSELL-0150,382849307429,357452430265,Fromage Fondu Repère #4148,Plat Cuisiné Lasagnes Gourmet #2606,79.0,9.7,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #2606 (MDD) à l'achat de Fromage Fondu Repère #4148
XSELL-0151,330962402369,310710432063,Sauce Tomate Basilic Nestlé #580,Biscuits Chocolat Repère #3447,75.0,12.7,Offre Duo : -30% sur Biscuits Chocolat Repère #3447 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #580
XSELL-0152,347501878994,332007990625,Plat Cuisiné Lasagnes Nestlé #1457,Plat Cuisiné Lasagnes Gourmet #3948,84.1,5.3,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #3948 (MDD) à l'achat de Plat Cuisiné Lasagnes Nestlé #1457
XSELL-0153,348682052389,326633134543,Céréales Gourmandes Repère #2900,Plat Cuisiné Lasagnes Bio #1080,75.4,10.9,Offre Duo : -30% sur Plat Cuisiné Lasagnes Bio #1080 (MDD) à l'achat de Céréales Gourmandes Repère #2900
XSELL-0154,329995294523,391229364625,Sauce Tomate Basilic Nestlé #3637,Jambon Supérieur Gourmet #2970,75.1,14.0,Offre Duo : -30% sur Jambon Supérieur Gourmet #2970 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #3637
XSELL-0155,352789106350,364957414217,Biscuits Chocolat Danone #669,Fromage Fondu Bio #1670,90.4,5.2,Offre Duo : -30% sur Fromage Fondu Bio #1670 (MDD) à l'achat de Biscuits Chocolat Danone #669
XSELL-0156,369852338393,377298598586,Sauce Tomate Basilic Repère #3125,Céréales Gourmandes Bio #1956,74.1,7.0,Offre Duo : -30% sur Céréales Gourmandes Bio #1956 (MDD) à l'achat de Sauce Tomate Basilic Repère #3125
XSELL-0157,329748919914,354758549398,Plat Cuisiné Lasagnes Repère #1863,Sauce Tomate Basilic Gourmet #1928,77.8,12.5,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #1928 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #1863
XSELL-0158,391666690632,329657596890,Plat Cuisiné Lasagnes Nestlé #2642,Pâte à Tartiner Bio #3300,91.3,5.2,Offre Duo : -30% sur Pâte à Tartiner Bio #3300 (MDD) à l'achat de Plat Cuisiné Lasagnes Nestlé #2642
XSELL-0159,353054033203,365564198731,Plat Cuisiné Lasagnes Nestlé #3466,Biscuits Chocolat Bio #984,67.8,13.7,Offre Duo : -30% sur Biscuits Chocolat Bio #984 (MDD) à l'achat de Plat Cuisiné Lasagnes Nestlé #3466
XSELL-0160,396607445365,327746485901,Pain de Mie Bio Nestlé #1256,Sauce Tomate Basilic Bio #2709,78.1,5.8,Offre Duo : -30% sur Sauce Tomate Basilic Bio #2709 (MDD) à l'achat de Pain de Mie Bio Nestlé #1256
XSELL-0161,335484381865,343267668085,Biscuits Chocolat Danone #3854,Jambon Supérieur Bio #4469,78.3,11.7,Offre Duo : -30% sur Jambon Supérieur Bio #4469 (MDD) à l'achat de Biscuits Chocolat Danone #3854
XSELL-0162,397880986382,381471451084,Sauce Tomate Basilic Nestlé #1438,Jambon Supérieur Bio #802,65.2,12.4,Offre Duo : -30% sur Jambon Supérieur Bio #802 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #1438
XSELL-0163,359316785518,327769381953,Fromage Fondu Repère #1749,Céréales Gourmandes Gourmet #1887,82.6,5.3,Offre Duo : -30% sur Céréales Gourmandes Gourmet #1887 (MDD) à l'achat de Fromage Fondu Repère #1749
XSELL-0164,397351011592,372986333245,Jus d'Orange Pur Jus Nestlé #2325,Plat Cuisiné Lasagnes Repère #792,66.4,10.8,Offre Duo : -30% sur Plat Cuisiné Lasagnes Repère #792 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #2325
XSELL-0165,344783112261,320931131441,Fromage Fondu Repère #2541,Jambon Supérieur Bio #3388,68.1,8.2,Offre Duo : -30% sur Jambon Supérieur Bio #3388 (MDD) à l'achat de Fromage Fondu Repère #2541
XSELL-0166,382142339316,383028373585,Sauce Tomate Basilic Nestlé #3735,Jambon Supérieur Bio #1728,76.2,9.9,Offre Duo : -30% sur Jambon Supérieur Bio #1728 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #3735
XSELL-0167,346820175604,368911007122,Pâte à Tartiner Danone #480,Sauce Tomate Basilic Bio #4156,82.4,11.1,Offre Duo : -30% sur Sauce Tomate Basilic Bio #4156 (MDD) à l'achat de Pâte à Tartiner Danone #480
XSELL-0168,373660457665,356289158515,Plat Cuisiné Lasagnes Danone #359,Pain de Mie Bio Gourmet #10,87.8,9.7,Offre Duo : -30% sur Pain de Mie Bio Gourmet #10 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #359
XSELL-0169,390408762971,325271794319,Jambon Supérieur Nestlé #1340,Céréales Gourmandes Bio #3128,88.2,4.6,Offre Duo : -30% sur Céréales Gourmandes Bio #3128 (MDD) à l'achat de Jambon Supérieur Nestlé #1340
XSELL-0170,331976369627,320689070750,Yaourt Fraise Repère #3351,Fromage Fondu Repère #3909,72.8,10.5,Offre Duo : -30% sur Fromage Fondu Repère #3909 (MDD) à l'achat de Yaourt Fraise Repère #3351
XSELL-0171,312213305978,317464060631,Céréales Gourmandes Repère #2117,Fromage Fondu Repère #3847,71.9,12.8,Offre Duo : -30% sur Fromage Fondu Repère #3847 (MDD) à l'achat de Céréales Gourmandes Repère #2117
XSELL-0172,341298585369,397826443732,Yaourt Fraise Danone #234,Pâte à Tartiner Repère #2365,91.5,5.0,Offre Duo : -30% sur Pâte à Tartiner Repère #2365 (MDD) à l'achat de Yaourt Fraise Danone #234
XSELL-0173,332533937272,385497281463,Yaourt Fraise Danone #1940,Pâte à Tartiner Bio #2691,84.4,11.1,Offre Duo : -30% sur Pâte à Tartiner Bio #2691 (MDD) à l'achat de Yaourt Fraise Danone #1940
XSELL-0174,324558757874,360714929992,Yaourt Fraise Danone #2780,Yaourt Fraise Gourmet #3053,67.3,6.9,Offre Duo : -30% sur Yaourt Fraise Gourmet #3053 (MDD) à l'achat de Yaourt Fraise Danone #2780
XSELL-0175,342495210576,329537758518,Jus d'Orange Pur Jus Danone #4372,Pain de Mie Bio Gourmet #957,90.4,8.4,Offre Duo : -30% sur Pain de Mie Bio Gourmet #957 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #4372
XSELL-0176,356669273432,382276111179,Jambon Supérieur Repère #2623,Jus d'Orange Pur Jus Gourmet #2867,91.9,7.5,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #2867 (MDD) à l'achat de Jambon Supérieur Repère #2623
XSELL-0177,367469578697,390329219851,Biscuits Chocolat Nestlé #189,Sauce Tomate Basilic Repère #3507,83.6,7.0,Offre Duo : -30% sur Sauce Tomate Basilic Repère #3507 (MDD) à l'achat de Biscuits Chocolat Nestlé #189
XSELL-0178,327233153555,327627987005,Yaourt Fraise Danone #3804,Pâte à Tartiner Repère #4051,89.0,11.5,Offre Duo : -30% sur Pâte à Tartiner Repère #4051 (MDD) à l'achat de Yaourt Fraise Danone #3804
XSELL-0179,386943350409,351324234547,Fromage Fondu Repère #2162,Jus d'Orange Pur Jus Bio #2270,89.6,8.3,Offre Duo : -30% sur Jus d'Orange Pur Jus Bio #2270 (MDD) à l'achat de Fromage Fondu Repère #2162
XSELL-0180,342276392426,371764673234,Jus d'Orange Pur Jus Danone #2614,Plat Cuisiné Lasagnes Bio #1500,77.3,5.7,Offre Duo : -30% sur Plat Cuisiné Lasagnes Bio #1500 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #2614
XSELL-0181,342632456227,320999731915,Plat Cuisiné Lasagnes Repère #1755,Céréales Gourmandes Repère #335,70.0,6.3,Offre Duo : -30% sur Céréales Gourmandes Repère #335 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #1755
XSELL-0182,319883798861,344489527855,Céréales Gourmandes Repère #1568,Biscuits Chocolat Gourmet #2654,68.8,8.9,Offre Duo : -30% sur Biscuits Chocolat Gourmet #2654 (MDD) à l'achat de Céréales Gourmandes Repère #1568
XSELL-0183,370475674042,354199927720,Céréales Gourmandes Repère #4457,Pâte à Tartiner Repère #1373,74.8,10.5,Offre Duo : -30% sur Pâte à Tartiner Repère #1373 (MDD) à l'achat de Céréales Gourmandes Repère #4457
XSELL-0184,366673252147,376982256129,Sauce Tomate Basilic Repère #3543,Fromage Fondu Repère #2564,78.7,11.2,Offre Duo : -30% sur Fromage Fondu Repère #2564 (MDD) à l'achat de Sauce Tomate Basilic Repère #3543
XSELL-0185,345766099526,354609810885,Biscuits Chocolat Danone #3209,Céréales Gourmandes Gourmet #1492,67.8,12.7,Offre Duo : -30% sur Céréales Gourmandes Gourmet #1492 (MDD) à l'achat de Biscuits Chocolat Danone #3209
XSELL-0186,340500482306,382276111179,Jus d'Orange Pur Jus Nestlé #3094,Jus d'Orange Pur Jus Gourmet #2867,79.0,9.4,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #2867 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #3094
XSELL-0187,355677337130,348954074603,Jambon Supérieur Danone #3244,Biscuits Chocolat Gourmet #1868,91.3,5.3,Offre Duo : -30% sur Biscuits Chocolat Gourmet #1868 (MDD) à l'achat de Jambon Supérieur Danone #3244
XSELL-0188,384589693343,360392068461,Pain de Mie Bio Repère #33,Jus d'Orange Pur Jus Gourmet #2599,87.7,11.8,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #2599 (MDD) à l'achat de Pain de Mie Bio Repère #33
XSELL-0189,371525585122,312213305978,Pâte à Tartiner Danone #4031,Céréales Gourmandes Repère #2117,65.0,9.2,Offre Duo : -30% sur Céréales Gourmandes Repère #2117 (MDD) à l'achat de Pâte à Tartiner Danone #4031
XSELL-0190,335834424181,378351353919,Céréales Gourmandes Nestlé #3397,Plat Cuisiné Lasagnes Gourmet #2161,82.4,12.0,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #2161 (MDD) à l'achat de Céréales Gourmandes Nestlé #3397
XSELL-0191,327233153555,324839753249,Yaourt Fraise Danone #3804,Pâte à Tartiner Bio #776,71.7,8.9,Offre Duo : -30% sur Pâte à Tartiner Bio #776 (MDD) à l'achat de Yaourt Fraise Danone #3804
XSELL-0192,352135476453,341759472596,Plat Cuisiné Lasagnes Repère #806,Céréales Gourmandes Gourmet #3141,68.5,10.3,Offre Duo : -30% sur Céréales Gourmandes Gourmet #3141 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #806
XSELL-0193,358630182501,381969396362,Biscuits Chocolat Repère #3506,Céréales Gourmandes Bio #1079,90.3,10.9,Offre Duo : -30% sur Céréales Gourmandes Bio #1079 (MDD) à l'achat de Biscuits Chocolat Repère #3506
XSELL-0194,396420975003,362615843849,Biscuits Chocolat Repère #3170,Jambon Supérieur Bio #3517,89.7,12.1,Offre Duo : -30% sur Jambon Supérieur Bio #3517 (MDD) à l'achat de Biscuits Chocolat Repère #3170
XSELL-0195,315321654206,388492914443,Plat Cuisiné Lasagnes Repère #3024,Fromage Fondu Bio #1004,72.8,9.1,Offre Duo : -30% sur Fromage Fondu Bio #1004 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #3024
XSELL-0196,377904680668,337043125974,Jambon Supérieur Repère #594,Jambon Supérieur Gourmet #248,73.1,10.3,Offre Duo : -30% sur Jambon Supérieur Gourmet #248 (MDD) à l'achat de Jambon Supérieur Repère #594
XSELL-0197,320708640111,332093963230,Biscuits Chocolat Repère #1284,Plat Cuisiné Lasagnes Gourmet #970,86.7,7.6,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #970 (MDD) à l'achat de Biscuits Chocolat Repère #1284
XSELL-0198,323846018173,370032765831,Pâte à Tartiner Danone #3357,Sauce Tomate Basilic Bio #3757,88.4,8.7,Offre Duo : -30% sur Sauce Tomate Basilic Bio #3757 (MDD) à l'achat de Pâte à Tartiner Danone #3357
XSELL-0199,354211768252,323910842723,Sauce Tomate Basilic Danone #812,Jus d'Orange Pur Jus Bio #496,87.1,5.5,Offre Duo : -30% sur Jus d'Orange Pur Jus Bio #496 (MDD) à l'achat de Sauce Tomate Basilic Danone #812
XSELL-0200,385934811896,351640094763,Fromage Fondu Nestlé #2834,Plat Cuisiné Lasagnes Gourmet #4248,80.6,6.5,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #4248 (MDD) à l'achat de Fromage Fondu Nestlé #2834
XSELL-0201,388169166270,375997234614,Jus d'Orange Pur Jus Nestlé #2857,Jus d'Orange Pur Jus Gourmet #3470,91.4,12.5,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #3470 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #2857
XSELL-0202,376193051049,315356492861,Yaourt Fraise Nestlé #3914,Jus d'Orange Pur Jus Repère #3674,65.5,8.1,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #3674 (MDD) à l'achat de Yaourt Fraise Nestlé #3914
XSELL-0203,376193051049,323264148460,Yaourt Fraise Nestlé #3914,Plat Cuisiné Lasagnes Bio #232,75.6,5.4,Offre Duo : -30% sur Plat Cuisiné Lasagnes Bio #232 (MDD) à l'achat de Yaourt Fraise Nestlé #3914
XSELL-0204,363373916081,330511855195,Pain de Mie Bio Nestlé #4261,Jus d'Orange Pur Jus Repère #1137,66.1,7.8,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #1137 (MDD) à l'achat de Pain de Mie Bio Nestlé #4261
XSELL-0205,340247417753,381969396362,Céréales Gourmandes Nestlé #169,Céréales Gourmandes Bio #1079,71.7,8.6,Offre Duo : -30% sur Céréales Gourmandes Bio #1079 (MDD) à l'achat de Céréales Gourmandes Nestlé #169
XSELL-0206,366739532661,373052628577,Pain de Mie Bio Danone #2643,Jambon Supérieur Bio #1461,67.6,12.1,Offre Duo : -30% sur Jambon Supérieur Bio #1461 (MDD) à l'achat de Pain de Mie Bio Danone #2643
XSELL-0207,392561626082,364467000869,Jus d'Orange Pur Jus Repère #4055,Biscuits Chocolat Bio #2485,76.3,13.9,Offre Duo : -30% sur Biscuits Chocolat Bio #2485 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #4055
XSELL-0208,340717870299,396645089671,Biscuits Chocolat Repère #4179,Jambon Supérieur Repère #2426,86.7,4.7,Offre Duo : -30% sur Jambon Supérieur Repère #2426 (MDD) à l'achat de Biscuits Chocolat Repère #4179
XSELL-0209,349020216611,386016046510,Biscuits Chocolat Repère #1961,Pâte à Tartiner Bio #332,76.2,13.4,Offre Duo : -30% sur Pâte à Tartiner Bio #332 (MDD) à l'achat de Biscuits Chocolat Repère #1961
XSELL-0210,363281427034,369479122091,Sauce Tomate Basilic Danone #3737,Yaourt Fraise Bio #3140,65.6,4.6,Offre Duo : -30% sur Yaourt Fraise Bio #3140 (MDD) à l'achat de Sauce Tomate Basilic Danone #3737
